2016,WC1 2016,WC2 2016,WC3 2016,2017,WC1 2017,WC2 2017,WC3 2017,2018,WC1 2018,WC2 2018,WC3 2018,2019,WC1 2019,WC2 2019,WC3 2019,2020,WC1 2020,WC2 2020,WC3 2020,2021,WC1 2021,WC2 2021,WC3 2021,2022,WC1 2022,WC2 2022,WC3 2022
1/4/2016,6.40625,6.46875,6.59375,1/3/2017,5.46875,5.625,5.78125,1/2/2018,5.4375,5.59375,5.75,1/2/2019,6.875,6.96875,7.0625,1/2/2020,7.28125,7.3125,7.34375,1/4/2021,8.1875,8.1875,8.03125,1/3/2022,9.65625,9.6875,9.625
1/5/2016,6.46875,6.53125,6.625,1/4/2017,5.5625,5.71875,5.875,1/3/2018,5.46875,5.625,5.78125,1/3/2019,6.9375,7,7.09375,1/3/2020,7.21875,7.25,7.28125,1/5/2021,8.28125,8.28125,8.125,1/4/2022,9.78125,9.8125,9.75
1/6/2016,6.5,6.59375,6.6875,1/5/2017,5.625,5.78125,5.9375,1/4/2018,5.40625,5.5625,5.71875,1/4/2019,6.90625,7,7.09375,1/6/2020,7.125,7.1875,7.21875,1/6/2021,8.21875,8.21875,8.09375,1/5/2022,9.6875,9.75,9.71875
1/7/2016,6.625,6.6875,6.78125,1/6/2017,5.59375,5.75,5.9375,1/5/2018,5.34375,5.5,5.65625,1/7/2019,6.875,6.9375,7,1/7/2020,7.15625,7.1875,7.21875,1/7/2021,8.15625,8.15625,8.03125,1/6/2022,9.5,9.53125,9.53125
1/8/2016,6.78125,6.84375,6.9375,1/9/2017,5.65625,5.8125,6,1/8/2018,5.3125,5.46875,5.625,1/8/2019,6.875,6.9375,7.03125,1/8/2020,7.21875,7.25,7.28125,1/8/2021,8.09375,8.125,8,1/7/2022,9.59375,9.625,9.5625
1/11/2016,6.65625,6.75,6.84375,1/10/2017,5.65625,5.8125,6,1/9/2018,5.375,5.5625,5.6875,1/9/2019,6.875,6.9375,7,1/9/2020,7.34375,7.375,7.40625,1/11/2021,8.125,8.125,8.03125,1/10/2022,9.65625,9.6875,9.625
1/12/2016,6.875,6.9375,7.03125,1/11/2017,5.53125,5.6875,5.90625,1/10/2018,5.4375,5.625,5.78125,1/10/2019,6.8125,6.875,6.9375,1/10/2020,7.375,7.40625,7.40625,1/12/2021,8.4375,8.46875,8.28125,1/11/2022,9.6875,9.71875,9.6875
1/13/2016,6.84375,6.90625,7,1/12/2017,5.59375,5.78125,5.96875,1/11/2018,5.4375,5.59375,5.75,1/11/2019,6.90625,6.96875,7.03125,1/13/2020,7.34375,7.375,7.40625,1/13/2021,8.375,8.40625,8.21875,1/12/2022,9.46875,9.5,9.4375
1/14/2016,6.71875,6.8125,6.90625,1/13/2017,5.59375,5.75,5.96875,1/12/2018,5.25,5.40625,5.5625,1/14/2019,6.84375,6.90625,6.96875,1/14/2020,7.4375,7.4375,7.46875,1/14/2021,8.46875,8.46875,8.28125,1/13/2022,9.34375,9.375,9.28125
1/15/2016,6.875,6.96875,7.03125,1/17/2017,5.65625,5.84375,6.03125,1/16/2018,5.1875,5.34375,5.53125,1/15/2019,6.78125,6.84375,6.90625,1/15/2020,7.46875,7.5,7.5,1/15/2021,8.59375,8.625,8.375,1/14/2022,9.3125,9.34375,9.25
1/19/2016,6.90625,6.96875,7.0625,1/18/2017,5.71875,5.90625,6.125,1/17/2018,5.25,5.40625,5.5625,1/16/2019,6.78125,6.875,6.9375,1/16/2020,7.375,7.375,7.375,1/19/2021,8.5625,8.5625,8.375,1/18/2022,9.625,9.625,9.5
1/20/2016,6.84375,6.90625,6.96875,1/19/2017,5.625,5.84375,6.0625,1/18/2018,5.28125,5.4375,5.59375,1/17/2019,6.875,6.9375,7,1/17/2020,7.4375,7.46875,7.4375,1/20/2021,8.4375,8.4375,8.21875,1/19/2022,9.96875,10,9.84375
1/21/2016,6.78125,6.84375,6.90625,1/20/2017,5.71875,5.90625,6.09375,1/19/2018,5.28125,5.4375,5.59375,1/18/2019,6.875,6.9375,7,1/21/2020,7.59375,7.59375,7.59375,1/21/2021,8.34375,8.375,8.1875,1/20/2022,9.875,9.90625,9.78125
1/22/2016,6.71875,6.78125,6.84375,1/23/2017,5.75,5.90625,6.09375,1/22/2018,5.3125,5.46875,5.625,1/22/2019,6.96875,7.03125,7.125,1/22/2020,7.59375,7.59375,7.5625,1/22/2021,8.09375,8.09375,7.9375,1/21/2022,9.8125,9.875,9.75
1/25/2016,6.875,6.96875,7.03125,1/24/2017,5.625,5.8125,6,1/23/2018,5.21875,5.40625,5.5625,1/23/2019,7.03125,7.09375,7.15625,1/23/2020,7.625,7.59375,7.59375,1/25/2021,8.25,8.28125,8.0625,1/24/2022,10.125,10.15625,10
1/26/2016,6.84375,6.90625,7,1/25/2017,5.5625,5.71875,5.9375,1/24/2018,5.34375,5.5,5.65625,1/24/2019,6.96875,7.0625,7.125,1/24/2020,7.53125,7.53125,7.53125,1/26/2021,8.4375,8.4375,8.21875,1/25/2022,10.34375,10.375,10.1875
1/27/2016,6.71875,6.78125,6.875,1/26/2017,5.59375,5.75,5.96875,1/25/2018,5.375,5.53125,5.6875,1/25/2019,6.875,6.96875,7.03125,1/27/2020,7.5625,7.53125,7.53125,1/27/2021,8.4375,8.40625,8.1875,1/26/2022,10.0625,10.15625,10
1/28/2016,6.625,6.71875,6.78125,1/27/2017,5.53125,5.71875,5.90625,1/26/2018,5.4375,5.59375,5.75,1/28/2019,6.875,6.96875,7.03125,1/28/2020,7.5,7.46875,7.46875,1/28/2021,8.3125,8.3125,8.09375,1/27/2022,9.90625,9.96875,9.84375
1/29/2016,6.6875,6.78125,6.84375,1/30/2017,5.4375,5.625,5.8125,1/29/2018,5.53125,5.6875,5.84375,1/29/2019,6.8125,6.90625,6.96875,1/29/2020,7.40625,7.40625,7.40625,1/29/2021,8.46875,8.46875,8.21875,1/28/2022,10.03125,10.09375,9.96875
2/1/2016,6.625,6.6875,6.78125,1/31/2017,5.46875,5.65625,5.8125,1/30/2018,5.625,5.8125,5.96875,1/30/2019,6.78125,6.875,6.9375,1/30/2020,7.40625,7.375,7.34375,2/1/2021,8.375,8.375,8.15625,1/31/2022,9.65625,9.75,9.65625
2/2/2016,6.6875,6.75,6.8125,2/1/2017,5.65625,5.8125,6,1/31/2018,5.5625,5.71875,5.90625,1/31/2019,6.78125,6.84375,6.90625,1/31/2020,7.34375,7.3125,7.3125,2/2/2021,8.25,8.25,8.0625,2/1/2022,9.75,9.8125,9.75
2/3/2016,6.625,6.65625,6.71875,2/2/2017,5.65625,5.8125,6,2/1/2018,5.53125,5.6875,5.875,2/1/2019,6.875,6.90625,6.96875,2/3/2020,7.375,7.34375,7.34375,2/3/2021,8.28125,8.3125,8.09375,2/2/2022,9.5625,9.625,9.5625
2/4/2016,6.5,6.5625,6.625,2/3/2017,5.59375,5.78125,5.9375,2/2/2018,5.5625,5.71875,5.875,2/4/2019,6.90625,6.9375,7,2/4/2020,7.40625,7.34375,7.34375,2/4/2021,8.1875,8.21875,8.0625,2/3/2022,9.53125,9.625,9.53125
2/5/2016,6.5,6.53125,6.625,2/6/2017,5.53125,5.6875,5.875,2/5/2018,5.53125,5.6875,5.84375,2/5/2019,6.90625,6.9375,6.96875,2/5/2020,7.46875,7.4375,7.40625,2/5/2021,8.1875,8.21875,8.0625,2/4/2022,9.75,9.84375,9.71875
2/8/2016,6.375,6.4375,6.53125,2/7/2017,5.6875,5.84375,6,2/6/2018,5.5625,5.71875,5.90625,2/6/2019,6.9375,7,7.03125,2/6/2020,7.375,7.34375,7.34375,2/8/2021,8.34375,8.40625,8.1875,2/7/2022,9.75,9.84375,9.75
2/9/2016,6.34375,6.40625,6.46875,2/8/2017,5.6875,5.84375,6,2/7/2018,5.78125,5.9375,6.125,2/7/2019,6.84375,6.875,6.9375,2/7/2020,7.4375,7.40625,7.40625,2/9/2021,8.25,8.3125,8.125,2/8/2022,9.90625,9.96875,9.875
2/10/2016,6.4375,6.46875,6.53125,2/9/2017,5.84375,5.96875,6.125,2/8/2018,5.75,5.90625,6.09375,2/8/2019,6.875,6.90625,6.9375,2/10/2020,7.34375,7.34375,7.34375,2/10/2021,8.0625,8.125,8,2/9/2022,9.9375,10.03125,9.96875
2/11/2016,6.375,6.46875,6.53125,2/10/2017,5.875,6.0625,6.21875,2/9/2018,5.65625,5.8125,5.96875,2/11/2019,6.90625,6.9375,6.96875,2/11/2020,7.1875,7.21875,7.25,2/11/2021,8.03125,8.125,7.96875,2/10/2022,9.8125,9.90625,9.84375
2/12/2016,6.34375,6.40625,6.46875,2/13/2017,5.90625,6.09375,6.25,2/12/2018,5.84375,6,6.15625,2/12/2019,6.875,6.90625,6.90625,2/12/2020,7.25,7.28125,7.28125,2/12/2021,8.09375,8.125,8,2/11/2022,10.15625,10.25,10.15625
2/16/2016,6.4375,6.5,6.5625,2/14/2017,5.875,6.0625,6.21875,2/13/2018,5.8125,5.96875,6.125,2/13/2019,6.90625,6.96875,6.96875,2/13/2020,7.21875,7.21875,7.21875,2/16/2021,8.34375,8.40625,8.21875,2/14/2022,10.1875,10.25,10.21875
2/17/2016,6.40625,6.5,6.5625,2/15/2017,5.9375,6.125,6.28125,2/14/2018,5.6875,5.875,6.03125,2/14/2019,6.75,6.78125,6.8125,2/14/2020,7.1875,7.1875,7.15625,2/17/2021,8.1875,8.21875,8.09375,2/15/2022,9.90625,10,9.9375
2/18/2016,6.34375,6.4375,6.53125,2/16/2017,5.84375,6.03125,6.1875,2/15/2018,5.75,5.9375,6.125,2/15/2019,6.6875,6.71875,6.75,2/18/2020,7.5,7.5,7.46875,2/18/2021,8.40625,8.4375,8.25,2/16/2022,9.90625,9.96875,9.9375
2/19/2016,6.34375,6.4375,6.53125,2/17/2017,5.78125,5.96875,6.125,2/16/2018,5.75,5.90625,6.09375,2/19/2019,6.46875,6.5,6.5625,2/19/2020,7.46875,7.4375,7.40625,2/19/2021,8.21875,8.28125,8.125,2/17/2022,10.125,10.21875,10.15625
2/22/2016,6.28125,6.34375,6.46875,2/21/2017,5.71875,5.90625,6.09375,2/20/2018,5.6875,5.84375,6.0625,2/20/2019,6.34375,6.375,6.4375,2/20/2020,7.4375,7.40625,7.40625,2/22/2021,8.375,8.4375,8.28125,2/18/2022,10.15625,10.25,10.21875
2/23/2016,6.1875,6.28125,6.40625,2/22/2017,5.8125,6,6.1875,2/21/2018,5.6875,5.84375,6.03125,2/21/2019,6.4375,6.5,6.53125,2/21/2020,7.28125,7.3125,7.3125,2/23/2021,8.375,8.4375,8.28125,2/22/2022,10.78125,10.875,10.8125
2/24/2016,6.0625,6.1875,6.3125,2/23/2017,5.75,5.9375,6.125,2/22/2018,5.71875,5.90625,6.09375,2/22/2019,6.40625,6.46875,6.5,2/24/2020,7.125,7.09375,7.125,2/24/2021,8.5,8.5625,8.375,2/23/2022,11.15625,11.25,11.1875
2/25/2016,6.03125,6.15625,6.25,2/24/2017,5.65625,5.875,6.0625,2/23/2018,5.71875,5.875,6.0625,2/25/2019,6.15625,6.25,6.3125,2/25/2020,7.15625,7.125,7.125,2/25/2021,8.46875,8.5,8.375,2/24/2022,11.875,11.96875,11.84375
2/26/2016,6,6.125,6.21875,2/27/2017,5.53125,5.78125,5.96875,2/26/2018,5.8125,6,6.1875,2/26/2019,6.0625,6.15625,6.25,2/26/2020,7.1875,7.15625,7.125,2/26/2021,8.34375,8.40625,8.28125,2/25/2022,10.71875,10.9375,10.8125
2/29/2016,6.03125,6.125,6.21875,2/28/2017,5.65625,5.90625,6.09375,2/27/2018,5.90625,6.09375,6.28125,2/27/2019,6.0625,6.125,6.21875,2/27/2020,7.09375,7.0625,7.09375,3/1/2021,8.125,8.21875,8.125,2/28/2022,11.75,11.84375,11.625
3/1/2016,5.875,5.96875,6.0625,3/1/2017,5.8125,6.09375,6.28125,2/28/2018,6.21875,6.34375,6.5,2/28/2019,5.96875,6.0625,6.15625,2/28/2020,7.09375,7.03125,7.0625,3/2/2021,8.375,8.40625,8.28125,3/1/2022,12.75,12.53125,12.3125
3/2/2016,5.9375,6.03125,6.125,3/2/2017,5.78125,6.0625,6.25,3/1/2018,6.5,6.625,6.78125,3/1/2019,6.03125,6.09375,6.15625,3/2/2020,7,6.96875,6.96875,3/3/2021,8.25,8.3125,8.1875,3/2/2022,13.375,13.375,13.15625
3/3/2016,6.0625,6.15625,6.25,3/3/2017,5.8125,6.0625,6.25,3/2/2018,6.34375,6.4375,6.625,3/4/2019,5.9375,6.0625,6.125,3/3/2020,7.0625,7.0625,7.0625,3/4/2021,8.21875,8.25,8.125,3/3/2022,16.34375,14.375,14.15625
3/4/2016,6.0625,6.125,6.21875,3/6/2017,5.875,6.15625,6.34375,3/5/2018,6.5,6.59375,6.78125,3/5/2019,6.0625,6.1875,6.25,3/4/2020,6.96875,6.9375,6.9375,3/5/2021,8.28125,8.25,8.125,3/4/2022,17.15625,15.375,14.96875
3/7/2016,6.0625,6.15625,6.21875,3/7/2017,5.84375,6.125,6.3125,3/6/2018,6.46875,6.53125,6.71875,3/6/2019,5.90625,6.0625,6.125,3/5/2020,7.03125,6.96875,6.96875,3/8/2021,8.1875,8.1875,8.09375,3/7/2022,18.28125,16.59375,16.0625
3/8/2016,6.1875,6.25,6.3125,3/8/2017,5.78125,6.03125,6.25,3/7/2018,6.375,6.40625,6.625,3/7/2019,5.8125,5.90625,6,3/6/2020,7,6.9375,6.9375,3/9/2021,8.28125,8.28125,8.1875,3/8/2022,16.40625,16.5625,15.40625
3/9/2016,6.15625,6.21875,6.28125,3/9/2017,5.75,6,6.21875,3/8/2018,6.375,6.4375,6.65625,3/8/2019,5.8125,5.90625,6,3/9/2020,7.15625,7.09375,7.09375,3/10/2021,8.21875,8.21875,8.125,3/9/2022,15.34375,15.375,14.21875
3/10/2016,6.28125,6.375,6.4375,3/10/2017,5.6875,5.9375,6.15625,3/9/2018,6.25,6.28125,6.46875,3/11/2019,5.65625,5.75,5.84375,3/10/2020,7.21875,7.15625,7.15625,3/11/2021,7.96875,8.0625,7.96875,3/10/2022,13.71875,13.875,13.34375
3/11/2016,6.21875,6.28125,6.375,3/13/2017,5.53125,5.78125,6,3/12/2018,6.28125,6.3125,6.5,3/12/2019,5.96875,6.0625,6.15625,3/11/2020,7.125,7.0625,7.0625,3/12/2021,7.875,7.96875,7.875,3/11/2022,13.875,14.09375,13.71875
3/14/2016,6.25,6.34375,6.4375,3/14/2017,5.5625,5.8125,6,3/13/2018,6.28125,6.3125,6.53125,3/13/2019,5.84375,5.9375,6.0625,3/12/2020,7.0625,7.03125,7.0625,3/15/2021,8.03125,7.9375,7.9375,3/14/2022,13.96875,14.0625,13.71875
3/15/2016,6.375,6.46875,6.59375,3/15/2017,5.8125,6,6.1875,3/14/2018,6.40625,6.34375,6.5625,3/14/2019,5.96875,6.03125,6.125,3/13/2020,7.09375,6.96875,7,3/16/2021,8.0625,7.9375,7.90625,3/15/2022,14.71875,14.375,13.6875
3/16/2016,6.15625,6.25,6.375,3/16/2017,5.8125,6,6.1875,3/15/2018,6.25,6.46875,6.6875,3/15/2019,6.15625,6.25,6.34375,3/16/2020,6.96875,7,7.09375,3/17/2021,7.9375,7.8125,7.8125,3/16/2022,13.5625,13.21875,12.5625
3/17/2016,6,6.09375,6.21875,3/17/2017,5.8125,6.03125,6.21875,3/16/2018,6.125,6.34375,6.5625,3/18/2019,6.09375,6.1875,6.28125,3/17/2020,7.09375,7.09375,7.1875,3/18/2021,7.875,7.75,7.75,3/17/2022,13.875,13.59375,13
3/18/2016,6.03125,6.125,6.25,3/20/2017,5.75,5.9375,6.15625,3/19/2018,5.90625,6.125,6.34375,3/19/2019,6.09375,6.15625,6.28125,3/18/2020,7.375,7.375,7.46875,3/19/2021,7.84375,7.75,7.75,3/18/2022,13.40625,13.15625,12.6875
3/21/2016,6.125,6.1875,6.34375,3/21/2017,5.6875,5.90625,6.125,3/20/2018,5.90625,6.125,6.34375,3/20/2019,6.1875,6.25,6.375,3/19/2020,7.75,7.71875,7.78125,3/22/2021,7.84375,7.75,7.75,3/21/2022,14.09375,13.75,13.28125
3/22/2016,6.09375,6.1875,6.3125,3/22/2017,5.625,5.84375,6.03125,3/21/2018,5.84375,6.0625,6.25,3/21/2019,6.21875,6.3125,6.40625,3/20/2020,7.75,7.6875,7.71875,3/23/2021,8,7.875,7.84375,3/22/2022,14.0625,13.84375,13.4375
3/23/2016,6.125,6.21875,6.34375,3/23/2017,5.625,5.8125,6.03125,3/22/2018,5.90625,6.09375,6.3125,3/22/2019,6.25,6.3125,6.4375,3/23/2020,8.15625,8.0625,8.0625,3/24/2021,7.84375,7.78125,7.78125,3/23/2022,13.875,13.71875,13.34375
3/24/2016,6.125,6.25,6.375,3/24/2017,5.6875,5.875,6.09375,3/23/2018,5.9375,6.15625,6.34375,3/25/2019,6.28125,6.375,6.46875,3/24/2020,8.125,8.03125,8.03125,3/25/2021,7.71875,7.6875,7.6875,3/24/2022,13.59375,13.46875,13.15625
3/28/2016,6.21875,6.3125,6.4375,3/27/2017,5.625,5.8125,6.03125,3/26/2018,5.84375,6.0625,6.25,3/26/2019,6.28125,6.34375,6.46875,3/25/2020,8.21875,8.0625,8.03125,3/26/2021,7.71875,7.65625,7.65625,3/25/2022,13.75,13.625,13.34375
3/29/2016,6.21875,6.3125,6.4375,3/28/2017,5.6875,5.84375,6.0625,3/27/2018,5.78125,6,6.21875,3/27/2019,6.28125,6.375,6.46875,3/26/2020,7.96875,7.78125,7.78125,3/29/2021,7.75,7.71875,7.71875,3/28/2022,13.21875,13.15625,13
3/30/2016,6,6.125,6.25,3/29/2017,5.65625,5.84375,6.03125,3/28/2018,5.75,5.96875,6.1875,3/28/2019,6.25,6.3125,6.4375,3/27/2020,7.96875,7.78125,7.78125,3/30/2021,7.59375,7.5625,7.59375,3/29/2022,12.6875,12.625,12.46875
3/31/2016,6.15625,6.25,6.375,3/30/2017,5.625,5.78125,6,3/29/2018,5.8125,6.03125,6.25,3/29/2019,6.09375,6.1875,6.28125,3/30/2020,8.0625,7.90625,7.90625,3/31/2021,7.75,7.71875,7.75,3/30/2022,12.8125,12.78125,12.59375
4/1/2016,6.1875,6.28125,6.40625,3/31/2017,5.6875,5.84375,6.03125,4/2/2018,5.75,5.96875,6.21875,4/1/2019,6.15625,6.21875,6.34375,3/31/2020,8,7.90625,7.9375,4/1/2021,7.65625,7.65625,7.6875,3/31/2022,12.5625,12.53125,12.375
4/4/2016,6.21875,6.3125,6.40625,4/3/2017,5.71875,5.875,6.09375,4/3/2018,5.84375,6.0625,6.28125,4/2/2019,6.1875,6.25,6.34375,4/1/2020,7.8125,7.78125,7.8125,4/5/2021,7.75,7.6875,7.71875,4/1/2022,12.3125,12.3125,12.1875
4/5/2016,6.21875,6.3125,6.4375,4/4/2017,5.71875,5.90625,6.09375,4/4/2018,5.8125,6.03125,6.25,4/3/2019,6.28125,6.34375,6.4375,4/2/2020,7.65625,7.625,7.65625,4/6/2021,7.71875,7.6875,7.71875,4/4/2022,12.625,12.625,12.53125
4/6/2016,6.0625,6.15625,6.28125,4/5/2017,5.78125,5.9375,6.125,4/5/2018,5.9375,6.125,6.34375,4/4/2019,6.28125,6.34375,6.4375,4/3/2020,7.8125,7.75,7.78125,4/7/2021,7.78125,7.78125,7.78125,4/5/2022,13.0625,13.0625,12.96875
4/7/2016,6,6.09375,6.21875,4/6/2017,5.6875,5.84375,6.03125,4/6/2018,6.03125,6.25,6.46875,4/5/2019,6.25,6.28125,6.375,4/6/2020,7.84375,7.78125,7.8125,4/8/2021,7.90625,7.90625,7.9375,4/6/2022,13.03125,13.0625,13
4/8/2016,5.96875,6.0625,6.1875,4/7/2017,5.6875,5.84375,6.03125,4/9/2018,6.21875,6.4375,6.625,4/8/2019,6.1875,6.25,6.34375,4/7/2020,7.6875,7.65625,7.71875,4/9/2021,8,8.03125,8.03125,4/7/2022,12.84375,12.90625,12.90625
4/11/2016,5.78125,5.84375,6,4/10/2017,5.71875,5.875,6.0625,4/10/2018,6.1875,6.40625,6.625,4/9/2019,6.125,6.1875,6.3125,4/8/2020,7.6875,7.6875,7.75,4/12/2021,7.875,7.9375,7.9375,4/8/2022,13.21875,13.3125,13.28125
4/12/2016,5.78125,5.84375,5.96875,4/11/2017,5.78125,5.96875,6.15625,4/11/2018,6.125,6.34375,6.5625,4/10/2019,6.09375,6.15625,6.28125,4/9/2020,7.78125,7.78125,7.84375,4/13/2021,7.90625,7.9375,7.96875,4/11/2022,13.65625,13.75,13.71875
4/13/2016,5.90625,6,6.125,4/12/2017,5.75,5.90625,6.09375,4/12/2018,6.0625,6.28125,6.5,4/11/2019,6.15625,6.21875,6.34375,4/13/2020,7.71875,7.71875,7.78125,4/14/2021,8.125,8.15625,8.15625,4/12/2022,13.96875,14.0625,14.03125
4/14/2016,5.90625,6,6.125,4/13/2017,5.71875,5.90625,6.0625,4/13/2018,5.96875,6.15625,6.40625,4/12/2019,6.1875,6.25,6.34375,4/14/2020,7.625,7.625,7.6875,4/15/2021,8.1875,8.21875,8.25,4/13/2022,14,14.09375,14.0625
4/15/2016,5.90625,6,6.125,4/17/2017,5.59375,5.8125,6,4/16/2018,5.8125,6.03125,6.25,4/15/2019,6.125,6.1875,6.28125,4/15/2020,7.625,7.625,7.71875,4/16/2021,8.15625,8.1875,8.21875,4/14/2022,13.8125,13.90625,13.875
4/18/2016,6.03125,6.15625,6.25,4/18/2017,5.65625,5.84375,6.03125,4/17/2018,5.84375,6.03125,6.25,4/16/2019,5.9375,6,6.09375,4/16/2020,7.46875,7.46875,7.53125,4/19/2021,8.1875,8.1875,8.21875,4/18/2022,14.125,14.25,14.15625
4/19/2016,6.15625,6.25,6.375,4/19/2017,5.65625,5.84375,6.0625,4/18/2018,6,6.1875,6.40625,4/17/2019,5.96875,6,6.09375,4/17/2020,7.46875,7.46875,7.53125,4/20/2021,8.3125,8.34375,8.375,4/19/2022,13.875,14,13.9375
4/20/2016,6.375,6.46875,6.59375,4/20/2017,5.46875,5.6875,5.875,4/19/2018,6.03125,6.21875,6.4375,4/18/2019,5.9375,6,6.09375,4/20/2020,7.75,7.75,7.8125,4/21/2021,8.40625,8.4375,8.4375,4/20/2022,13.59375,13.71875,13.6875
4/21/2016,6.3125,6.40625,6.53125,4/21/2017,5.46875,5.6875,5.875,4/20/2018,5.90625,6.09375,6.3125,4/22/2019,5.8125,5.90625,6,4/21/2020,7.78125,7.75,7.78125,4/22/2021,8.875,8.875,8.875,4/21/2022,13.4375,13.53125,13.53125
4/22/2016,5.90625,6,6.125,4/24/2017,5.4375,5.65625,5.875,4/23/2018,5.9375,6.09375,6.34375,4/23/2019,5.875,5.96875,6.0625,4/22/2020,7.6875,7.6875,7.75,4/23/2021,8.875,8.875,8.90625,4/22/2022,13.53125,13.65625,13.65625
4/25/2016,5.96875,6.0625,6.1875,4/25/2017,5.53125,5.78125,5.96875,4/24/2018,6.0625,6.21875,6.4375,4/24/2019,5.84375,5.90625,6.03125,4/23/2020,7.6875,7.65625,7.6875,4/26/2021,9.15625,9.15625,9.15625,4/25/2022,13.53125,13.65625,13.625
4/26/2016,6.03125,6.15625,6.28125,4/26/2017,5.5625,5.8125,5.96875,4/25/2018,6.25,6.40625,6.625,4/25/2019,5.875,5.96875,6.0625,4/24/2020,7.4375,7.46875,7.53125,4/27/2021,9.09375,9.09375,9.0625,4/26/2022,13.90625,14.03125,14
4/27/2016,5.96875,6.09375,6.21875,4/27/2017,5.625,5.875,6.0625,4/26/2018,6.1875,6.3125,6.53125,4/26/2019,5.84375,5.9375,6.0625,4/27/2020,7.3125,7.375,7.40625,4/28/2021,8.9375,8.90625,8.875,4/27/2022,13.84375,14,13.96875
4/28/2016,5.96875,6.09375,6.21875,4/28/2017,5.71875,5.90625,6.09375,4/27/2018,6.34375,6.40625,6.625,4/29/2019,5.75,5.84375,5.96875,4/28/2020,7.375,7.375,7.40625,4/29/2021,9.0625,8.9375,8.9375,4/28/2022,13.75,13.90625,13.875
4/29/2016,6,6.125,6.25,5/1/2017,6.0625,6.25,6.40625,4/30/2018,6.59375,6.5625,6.75,4/30/2019,5.59375,5.75,5.875,4/29/2020,7.21875,7.15625,7.21875,4/30/2021,9.125,9.03125,9,4/29/2022,13.40625,13.5625,13.59375
5/2/2016,5.96875,6.125,6.25,5/2/2017,6.0625,6.21875,6.40625,5/1/2018,6.8125,6.8125,7,5/1/2019,5.71875,5.875,5.96875,4/30/2020,7.375,7.3125,7.375,5/3/2021,8.90625,8.8125,8.8125,5/2/2022,13.4375,13.59375,13.625
